First Index,Content Function Ratio,Lexical Frequency,Word Length
0,0.6666666666666666,-4.0647778381685775,5.833333333333333
1,1.0,-4.520263927145862,8.0
3,0.3333333333333333,-3.8286653559410606,6.5
2,0.6666666666666666,-4.144267576897143,7.166666666666667
4,0.3333333333333333,-3.3313788527349186,5.5
1,0.6666666666666666,-3.8011004970421243,7.166666666666667
3,0.6666666666666666,-4.377670014863791,6.666666666666667
0,0.3333333333333333,-3.6945506687702903,5.833333333333333
4,1.0,-3.7769054808199454,5.166666666666667
2,0.6666666666666666,-3.283263944327608,4.166666666666667
1,0.6666666666666666,-4.523883802094734,10.0
0,0.6666666666666666,-4.025320876068884,6.5
2,0.6666666666666666,-3.983468118513526,6.5
4,0.3333333333333333,-4.1838508143371875,6.166666666666667
3,0.6666666666666666,-4.108922476956781,7.666666666666667
2,0.6666666666666666,-4.622394569932484,7.5
4,-0.3333333333333333,-3.486515674312034,5.666666666666667
3,0.6666666666666666,-3.701432751747403,6.666666666666667
1,1.0,-4.504804918273045,9.166666666666666
0,0.3333333333333333,-4.112317612168792,4.666666666666667
4,0.3333333333333333,-3.950786649709992,5.666666666666667
0,1.0,-4.067045415191472,4.5
3,1.0,-4.6097744509427985,7.333333333333333
1,0.6666666666666666,-2.9911380712393236,4.666666666666667
2,0.6666666666666666,-4.236516164136052,7.333333333333333
1,0.6666666666666666,-3.523694424035469,4.5
0,0.3333333333333333,-4.282515828680449,6.666666666666667
3,0.6666666666666666,-3.534608285337029,5.333333333333333
4,0.0,-3.6262791741420934,4.5
2,0.6666666666666666,-4.316551886312465,8.0
0,1.0,-4.754718822860298,6.333333333333333
3,1.0,-4.530181895576301,8.5
1,1.0,-4.565795671465261,9.333333333333334
4,1.0,-4.062264121620271,7.666666666666667
2,0.6666666666666666,-3.7276869091930744,5.666666666666667
2,0.6666666666666666,-4.50077713304712,7.166666666666667
0,1.0,-4.380320631965167,6.833333333333333
1,0.6666666666666666,-4.591455140438833,8.666666666666666
3,0.3333333333333333,-3.6856076550828547,6.0
4,0.6666666666666666,-4.204900547350486,7.0
3,0.6666666666666666,-3.2868906165222556,4.333333333333333
4,0.6666666666666666,-4.304143721833385,8.5
1,0.3333333333333333,-3.8995922173774216,7.5
0,1.0,-4.437086176132319,6.666666666666667
2,0.6666666666666666,-4.1209434693582665,6.0
3,0.6666666666666666,-4.271348584706767,6.833333333333333
0,0.6666666666666666,-4.428359372579066,6.166666666666667
2,0.6666666666666666,-4.3458843689657165,7.5
4,0.6666666666666666,-4.259300256901895,9.0
1,1.0,-4.672566235876482,11.0
1,0.0,-3.911409000660221,6.333333333333333
0,-0.3333333333333333,-3.866591747272769,5.0
2,1.0,-4.5027135208019695,7.833333333333333
4,0.3333333333333333,-3.260546670520847,5.166666666666667
3,0.3333333333333333,-4.198217972483484,7.333333333333333
1,0.6666666666666666,-4.460169935727724,9.333333333333334
4,1.0,-4.1123097406649345,6.666666666666667
3,0.0,-3.158381021140066,5.666666666666667
2,0.6666666666666666,-4.192788671266393,6.5
0,0.6666666666666666,-3.6544658978181843,5.166666666666667
0,0.3333333333333333,-4.26778713160178,4.833333333333333
4,0.3333333333333333,-4.108785259069904,5.666666666666667
2,1.0,-3.959556540327952,7.5
1,1.0,-4.058472359103243,5.5
3,0.0,-2.9952399614223144,4.666666666666667
0,1.0,-4.215227558003974,6.5
3,0.3333333333333333,-3.2179400747580487,5.666666666666667
1,1.0,-4.226897187976299,6.333333333333333
2,0.6666666666666666,-3.881823169687454,7.333333333333333
4,0.3333333333333333,-3.7898983948937097,6.5
4,0.0,-3.5031079474815723,5.166666666666667
0,-0.3333333333333333,-3.5738530804910345,4.5
2,0.6666666666666666,-4.40443400687866,10.666666666666666
3,0.6666666666666666,-3.1980212620532833,4.666666666666667
1,0.6666666666666666,-4.136128649100718,5.833333333333333
0,0.6666666666666666,-3.4897261791905922,6.0
4,1.0,-4.370700925680297,8.5
3,0.3333333333333333,-3.3114571218133695,5.0
1,0.3333333333333333,-4.120503089900807,5.333333333333333
2,0.6666666666666666,-3.9181852200068854,5.5
0,0.0,-4.049709744354179,6.666666666666667
3,1.0,-4.504618431098766,7.833333333333333
4,0.3333333333333333,-4.318931907023891,8.0
2,1.0,-4.131554982669829,7.0
1,0.0,-3.2281132318777614,4.666666666666667
0,1.0,-3.8537214984658053,5.833333333333333
3,0.0,-3.5579637197837948,7.166666666666667
4,0.3333333333333333,-3.2837945311642573,4.166666666666667
2,0.3333333333333333,-4.226550478359917,7.833333333333333
1,0.3333333333333333,-3.97856511823382,7.333333333333333
0,1.0,-4.402060600359558,6.666666666666667
3,1.0,-4.000743743362606,7.5
2,0.6666666666666666,-4.024910165118817,7.5
1,0.6666666666666666,-3.696535594750371,7.0
4,0.0,-3.6461723525541587,5.5
4,0.3333333333333333,-3.494479405787025,5.166666666666667
3,0.3333333333333333,-3.7660239485401648,5.833333333333333
1,-0.3333333333333333,-3.9401134392581043,5.5
0,0.6666666666666666,-3.6124396117906294,4.5
2,1.0,-4.025871762643821,7.5
1,1.0,-4.1240372358516195,6.5
3,0.0,-2.889394212227405,4.833333333333333
4,0.3333333333333333,-3.6160823180260735,5.166666666666667
0,1.0,-4.520137935097252,8.0
2,0.3333333333333333,-3.701182278368257,5.333333333333333
0,1.0,-4.588132625811313,8.5
4,0.6666666666666666,-3.8805792110199104,7.333333333333333
2,0.3333333333333333,-3.67564136377603,4.0
1,0.6666666666666666,-3.6978189246910564,6.166666666666667
3,0.6666666666666666,-3.8844915411295347,7.5
4,1.0,-3.912006399498177,6.666666666666667
3,0.6666666666666666,-3.7850548825292787,6.666666666666667
0,0.6666666666666666,-4.4564553708328924,6.0
1,0.6666666666666666,-4.435163751842538,7.166666666666667
2,1.0,-4.31456868242918,8.166666666666666
0,0.6666666666666666,-3.840824593114361,5.0
2,0.6666666666666666,-4.154157065132979,5.166666666666667
4,1.0,-4.876784449497459,7.833333333333333
1,0.3333333333333333,-4.099972525046572,6.333333333333333
3,1.0,-4.3145404958920635,6.166666666666667
3,0.3333333333333333,-3.751372473747447,6.166666666666667
1,1.0,-3.7509850504513618,5.666666666666667
2,0.6666666666666666,-4.150285425013233,7.333333333333333
4,0.3333333333333333,-3.7027426865542257,6.166666666666667
0,0.6666666666666666,-3.847049197272174,6.0
1,1.0,-3.4585132628665884,5.0
0,0.3333333333333333,-3.856718797540891,6.5
4,0.6666666666666666,-4.125770664642577,7.0
3,1.0,-3.8425537645808543,5.666666666666667
2,0.6666666666666666,-3.8585044879554027,6.5
1,0.6666666666666666,-4.4653932277621,8.0
0,0.3333333333333333,-4.311478692548578,7.0
3,1.0,-4.596577576601527,6.166666666666667
4,0.3333333333333333,-3.5816021951138217,5.166666666666667
2,0.6666666666666666,-3.9770882308608306,7.166666666666667
0,0.3333333333333333,-4.097440705461171,6.666666666666667
4,0.6666666666666666,-4.126514804733855,5.833333333333333
1,0.3333333333333333,-4.121971167209556,7.5
2,0.3333333333333333,-2.955575069770252,5.0
3,0.0,-3.223031178883066,6.166666666666667
3,0.0,-2.9388121461078622,5.0
0,1.0,-4.635850415618525,6.333333333333333
1,0.6666666666666666,-3.9385475589565573,6.5
4,0.6666666666666666,-4.186702394461056,8.666666666666666
2,0.0,-3.8357102163935366,6.5
1,0.6666666666666666,-4.178209280419976,7.666666666666667
4,1.0,-4.46696617115527,8.666666666666666
2,0.6666666666666666,-3.1495714040818505,4.333333333333333
3,1.0,-4.115865222536478,8.333333333333334
0,0.0,-3.7587856121477334,5.0
0,0.6666666666666666,-4.091311697985674,5.666666666666667
1,1.0,-4.597335514559981,7.5
2,0.6666666666666666,-4.0420901728328085,7.5
3,1.0,-4.896648850783993,8.333333333333334
4,0.6666666666666666,-3.1451322623510953,4.5
3,0.6666666666666666,-4.08851648767465,7.666666666666667
0,0.3333333333333333,-4.125790168593919,5.833333333333333
4,1.0,-3.7250354859887853,6.166666666666667
2,1.0,-4.248142458630126,6.5
1,1.0,-3.5551155469943687,5.0
4,0.3333333333333333,-3.3453532379634865,4.5
3,1.0,-3.75436576426646,6.5
0,0.6666666666666666,-4.433967321071351,6.333333333333333
2,0.6666666666666666,-4.123516618612,7.333333333333333
1,0.6666666666666666,-3.3994311997551505,5.0
2,1.0,-4.51982391111816,6.666666666666667
3,0.0,-3.4787357197603623,5.166666666666667
4,0.6666666666666666,-3.4228994154678625,6.333333333333333
0,1.0,-4.550500609239321,5.0
1,0.3333333333333333,-3.5787110437723015,6.166666666666667
4,0.6666666666666666,-3.828088459320075,4.0
2,0.0,-3.8768605329864894,6.833333333333333
3,0.3333333333333333,-3.594516630775617,4.833333333333333
1,1.0,-3.864676885308885,7.166666666666667
0,0.6666666666666666,-4.011130177232,6.5
3,0.6666666666666666,-3.9857177957195007,7.0
0,0.3333333333333333,-3.7008279778912154,7.166666666666667
4,0.3333333333333333,-3.405796551455847,5.0
2,0.3333333333333333,-3.594700045194955,7.5
1,0.6666666666666666,-3.758178392027403,6.0
4,0.3333333333333333,-3.6250861303994917,5.166666666666667
0,0.3333333333333333,-4.58926869598388,7.333333333333333
1,1.0,-4.480536385601437,8.666666666666666
2,0.0,-3.4186671690885153,6.333333333333333
3,0.3333333333333333,-3.638177469612563,6.166666666666667
4,0.6666666666666666,-4.089401587149033,8.166666666666666
2,0.6666666666666666,-3.9040727116630762,6.0
0,0.6666666666666666,-3.9990283482650555,7.5
1,0.6666666666666666,-4.850390700814917,8.5
3,0.0,-3.9060600589096452,6.166666666666667
4,0.3333333333333333,-3.5227470648062216,6.333333333333333
1,0.3333333333333333,-4.411591599430895,7.833333333333333
0,1.0,-4.871213823582967,8.666666666666666
3,1.0,-3.799526203336135,5.666666666666667
2,0.6666666666666666,-3.5984295046093635,5.333333333333333
3,1.0,-4.532908069505716,7.666666666666667
1,0.3333333333333333,-3.5383053824046082,6.333333333333333
0,0.3333333333333333,-3.8200105666159914,5.833333333333333
2,1.0,-4.623000284041667,8.5
4,0.6666666666666666,-3.473536315831693,5.166666666666667
2,1.0,-3.898443211692074,6.166666666666667
0,0.6666666666666666,-3.9123282919271993,7.0
4,0.3333333333333333,-3.879404166371818,5.833333333333333
3,0.6666666666666666,-3.7819390733288643,6.5
1,0.6666666666666666,-3.7260085306135475,4.0
4,1.0,-4.241898241156742,6.333333333333333
1,0.6666666666666666,-3.853458681279237,7.166666666666667
0,-0.3333333333333333,-3.905442582805549,6.0
3,0.6666666666666666,-3.9188752306896535,6.5
2,0.0,-3.8129814734256553,6.666666666666667
4,0.0,-3.21664200398951,3.5
0,0.3333333333333333,-3.560897587851413,5.5
3,-0.3333333333333333,-3.0837480353666393,4.833333333333333
1,1.0,-4.3504087986806566,7.333333333333333
2,0.0,-3.745058130986735,5.5
1,0.3333333333333333,-3.663070666087093,5.666666666666667
2,1.0,-3.6749619486635248,5.5
0,0.3333333333333333,-3.8538457286253283,4.833333333333333
4,0.6666666666666666,-4.277410262909078,6.833333333333333
3,0.3333333333333333,-3.6577041696631434,6.166666666666667
1,0.0,-3.5233600935858695,5.166666666666667
2,0.6666666666666666,-4.483788959274649,6.5
0,0.0,-3.8754723373256676,5.833333333333333
4,0.6666666666666666,-4.1158642777011964,6.166666666666667
3,0.3333333333333333,-3.6949968164573654,6.166666666666667
0,0.3333333333333333,-4.047790489741902,5.666666666666667
3,1.0,-4.421707906156497,7.166666666666667
4,0.6666666666666666,-3.793478351810474,6.5
1,0.0,-3.5672097340217466,5.333333333333333
2,0.3333333333333333,-3.445786116539822,6.333333333333333
2,0.3333333333333333,-3.628702005672423,7.0
3,0.6666666666666666,-3.7169199614688506,6.5
4,0.3333333333333333,-3.3985814302413413,6.166666666666667
0,0.0,-3.2736700358394066,4.833333333333333
1,0.6666666666666666,-4.3754874651821005,7.666666666666667
1,1.0,-4.5124990995191245,7.833333333333333
3,1.0,-4.448829122406114,7.666666666666667
0,1.0,-4.0001504694247725,6.5
2,0.6666666666666666,-3.536088471704835,6.5
4,1.0,-4.047160800999569,5.833333333333333
0,-0.3333333333333333,-3.7378875056235246,5.666666666666667
4,1.0,-4.0046103044067936,9.333333333333334
2,1.0,-4.925522753481135,7.833333333333333
1,1.0,-3.8723121943820247,7.0
3,0.3333333333333333,-3.429251203093809,5.5
2,1.0,-4.570941765877439,7.666666666666667
4,0.6666666666666666,-3.858821159005556,6.666666666666667
3,0.6666666666666666,-4.610355838917101,8.666666666666666
1,0.6666666666666666,-4.06102892355468,7.5
0,0.6666666666666666,-3.6725485260665676,7.0
1,1.0,-4.730459957559261,7.666666666666667
3,1.0,-3.9452490652955725,6.166666666666667
0,1.0,-4.346951123553649,8.166666666666666
4,0.6666666666666666,-3.8808412342215637,5.833333333333333
2,1.0,-4.012704133321085,5.833333333333333
4,0.6666666666666666,-4.0212761074899905,5.0
2,1.0,-3.565866476057726,7.0
3,0.6666666666666666,-4.255580456200077,6.666666666666667
1,0.6666666666666666,-3.1229918577303706,4.0
0,1.0,-4.212826443686475,7.0
2,1.0,-4.2500994124921325,8.0
3,0.6666666666666666,-3.8698150644282947,6.333333333333333
4,0.3333333333333333,-3.029192457129342,4.166666666666667
0,1.0,-4.445163406788419,6.833333333333333
1,0.6666666666666666,-4.02726934250674,5.833333333333333
0,0.3333333333333333,-4.346112383999018,7.333333333333333
3,0.6666666666666666,-3.7947914384245114,7.5
4,0.6666666666666666,-4.02523258174835,5.833333333333333
1,0.6666666666666666,-3.76383475258504,5.833333333333333
2,0.6666666666666666,-3.6850518025523,5.666666666666667
1,1.0,-3.713405577424068,5.0
0,0.0,-3.056291881435902,4.166666666666667
2,0.6666666666666666,-3.3905848584287352,4.666666666666667
3,0.3333333333333333,-3.469317167555118,5.0
4,0.3333333333333333,-3.4465389764673477,4.833333333333333
4,0.3333333333333333,-4.084825073216483,5.666666666666667
3,1.0,-4.5322354351114615,7.666666666666667
1,0.6666666666666666,-4.499354161291112,7.166666666666667
0,1.0,-4.239732022223614,6.833333333333333
2,1.0,-5.043451116164126,8.333333333333334
3,0.3333333333333333,-3.853761979038843,6.5
1,1.0,-4.273598747886251,7.5
0,0.6666666666666666,-4.251930989861528,7.0
4,0.6666666666666666,-4.282515828680449,6.5
2,0.6666666666666666,-3.873543009915185,5.666666666666667
0,0.6666666666666666,-4.865420139206432,6.0
4,1.0,-4.468225027470344,8.666666666666666
1,0.3333333333333333,-3.5367694102790654,5.0
2,1.0,-3.7803202311617436,6.166666666666667
3,0.3333333333333333,-2.9776657773344426,4.0
4,0.6666666666666666,-4.522472538261178,6.5
0,0.6666666666666666,-4.121014449911786,5.5
1,0.6666666666666666,-3.7196074256452305,6.0
3,0.3333333333333333,-3.7753761743417145,7.0
2,0.0,-3.144913684455044,4.5
1,1.0,-4.695487546529201,7.166666666666667
2,1.0,-4.311722815591623,7.5
0,0.6666666666666666,-4.386565678604015,6.666666666666667
3,0.6666666666666666,-3.914263326256677,6.5
4,1.0,-4.1500214048480615,8.0
0,0.6666666666666666,-4.1591876285224965,7.166666666666667
4,0.6666666666666666,-4.167130974764199,6.0
1,0.3333333333333333,-3.409228194587031,6.0
