pair,feature,t-stat,p-value
"(5, 12)",Word Length,-0.19364482613191775,0.8466608587623634
"(6, 8)",First Index,0.7138860740020221,0.4758798078823876
"(6, 8)",Content Function Ratio,-0.9815183371043449,0.32716675333711154
"(6, 8)",Lexical Frequency,2.49236903741783,0.013255490171835587
"(6, 8)",Word Length,-2.152237113476993,0.03221539519713693
"(6, 10)",First Index,-0.12271163609910177,0.9024216335476032
"(6, 10)",Content Function Ratio,-1.46500113667877,0.1440190206272189
"(6, 10)",Lexical Frequency,0.4545102931660696,0.6498063547669484
"(6, 10)",Word Length,-1.8045311048804176,0.072199941969125
"(6, 12)",First Index,-1.2804913610834632,0.20150482320845833
"(6, 12)",Content Function Ratio,-0.46844548983660655,0.6398555347104186
"(6, 12)",Lexical Frequency,-0.3306230411609309,0.7411934818877247
"(6, 12)",Word Length,-0.46899802680628216,0.639461061324629
"(8, 10)",First Index,-0.6025756367648342,0.5477521103250171
"(8, 10)",Content Function Ratio,-0.4598015835725612,0.6463618604926764
"(8, 10)",Lexical Frequency,-2.01521784909133,0.04576906390090795
"(8, 10)",Word Length,0.36360683762555646,0.7166923911552306
"(8, 12)",First Index,-1.4925932984710206,0.13821256670477913
"(8, 12)",Content Function Ratio,0.3868887117302228,0.6995354411313688
"(8, 12)",Lexical Frequency,-2.6255440345534296,0.009796970592315567
"(8, 12)",Word Length,1.4087981251978832,0.1615245016047963
"(10, 12)",First Index,-0.8527423309787951,0.39552975675949165
"(10, 12)",Content Function Ratio,0.8623096666956573,0.3902662204989179
"(10, 12)",Lexical Frequency,-0.8592436281308029,0.39194830969329697
"(10, 12)",Word Length,1.1419286681656629,0.25579559972614585
