First Index,Content Function Ratio,Lexical Frequency,Word Length
0,0.25,-3.7960237264046617,6.625
2,0.0,-3.5367478837276076,5.75
1,0.0,-3.2182212746839696,4.875
4,0.5,-3.697305014701338,7.75
3,0.25,-3.116829567366984,5.125
0,0.0,-3.529936967887991,4.75
4,0.75,-4.213177297330882,8.25
2,0.5,-3.8223254246630862,5.5
3,0.5,-4.4316160065581975,8.25
1,0.5,-3.840657740086549,6.375
4,0.25,-3.5522478480071733,4.75
1,0.25,-3.8602892817147705,6.875
2,0.5,-4.133826199524839,6.625
0,0.5,-4.262665740127153,7.625
3,0.25,-3.785035111608793,5.75
1,0.75,-3.878502979535752,4.875
2,0.5,-3.6978478395874044,5.25
0,0.25,-3.74100948836853,5.25
3,0.75,-4.073479518853655,9.125
4,0.5,-4.278945360382645,8.375
3,0.25,-3.6249050930535867,6.375
0,0.5,-4.36441505777027,7.25
4,0.25,-3.8386347781274317,6.625
1,0.25,-3.262696017874374,3.875
2,0.5,-4.033420930757222,7.625
3,0.5,-4.295014212078692,7.375
4,0.5,-3.21611822235667,6.0
2,0.5,-3.7759160267663723,6.0
0,0.0,-3.516770940163398,4.5
1,0.5,-4.494737177652974,7.875
3,0.25,-3.959981161401717,5.625
2,0.25,-4.292047133167721,7.125
1,0.25,-4.108746983348135,6.25
0,0.25,-3.7620144491113274,5.125
4,0.0,-3.822455512341404,5.375
0,0.5,-4.541599363427786,9.5
4,0.5,-3.586526098643721,7.0
3,0.25,-3.445220151902314,5.75
1,0.5,-4.572465983081887,8.0
2,0.0,-2.889568268871772,5.25
3,0.5,-4.053428095596558,5.875
4,0.5,-3.663969954250667,7.25
1,0.75,-4.43166748858633,9.0
0,0.25,-3.95863876291546,6.0
2,0.0,-3.232399226182307,5.0
3,0.5,-4.178482933697163,6.875
2,0.5,-4.321710922199962,6.625
0,0.75,-5.11713195795338,8.0
1,0.0,-3.5778395146591144,5.5
4,0.25,-3.648869535839926,6.25
3,0.5,-3.950705985654563,7.75
1,0.25,-4.26038536261959,5.125
4,0.75,-3.836331338670518,6.625
0,0.0,-4.256341863189464,5.25
2,-0.5,-3.0328097137305803,4.25
0,0.5,-4.338395759531244,5.0
3,0.0,-4.038030577586423,6.0
4,0.0,-3.5934426927999015,6.375
1,0.75,-4.228946798895567,6.0
2,0.25,-3.6736631113465297,5.25
0,0.75,-4.283990627688569,7.125
1,0.25,-3.801421359244806,6.5
2,0.25,-3.556756827064664,5.125
4,0.25,-3.557581498670605,5.625
3,0.25,-3.345832924265749,5.625
1,0.0,-4.041906711868242,7.0
0,0.25,-4.162389243949869,5.75
4,0.25,-3.766812372028475,7.375
2,0.25,-3.5755321303017586,5.25
3,0.75,-4.313925487883552,7.25
0,0.5,-4.380545747561703,6.0
1,0.0,-3.2712843942254244,5.625
