pair,feature,t-stat,p-value
"(4, 6)",Word Length,-0.7047120039805741,0.4814926228240063
"(4, 8)",First Index,-0.2919965743697293,0.7705816760067561
"(4, 8)",Content Function Ratio,0.360382242528083,0.7189287633195123
"(4, 8)",Lexical Frequency,-0.6795639502024626,0.49753980849631374
"(4, 8)",Word Length,-1.0743740964263895,0.2839057984962961
"(4, 10)",First Index,0.06780525779502447,0.9460039675697749
"(4, 10)",Content Function Ratio,0.44394921281077715,0.6575278711984627
"(4, 10)",Lexical Frequency,-1.403211719863632,0.16200298238986097
"(4, 10)",Word Length,-0.6557384601884189,0.5126967722531854
"(4, 12)",First Index,0.19517774496228485,0.8454715193345481
"(4, 12)",Content Function Ratio,0.6793770945763067,0.4977620674266917
"(4, 12)",Lexical Frequency,-1.6419691923123907,0.10232315905242934
"(4, 12)",Word Length,0.5235740580179852,0.6012117635153496
"(5, 6)",First Index,-0.10077397549265858,0.9197933917536777
"(5, 6)",Content Function Ratio,-1.1942023299167084,0.23328884716027176
"(5, 6)",Lexical Frequency,-0.19335358048751616,0.8468055054349225
"(5, 6)",Word Length,-0.20188030240523228,0.8401393844767067
"(5, 8)",First Index,-0.18685854013034012,0.8519619094025975
"(5, 8)",Content Function Ratio,-0.3398942257940179,0.7342946645541044
"(5, 8)",Lexical Frequency,-0.06054731618151304,0.9517804951630104
"(5, 8)",Word Length,-0.7267889745304041,0.4682093073759298
"(5, 10)",First Index,0.17484748280879978,0.8613712050270463
"(5, 10)",Content Function Ratio,-0.27883320900561986,0.7806525393893486
"(5, 10)",Lexical Frequency,-1.0747091002902127,0.28376216221132966
"(5, 10)",Word Length,-0.28390771194602993,0.7767662552735407
"(5, 12)",First Index,0.28133243289883575,0.7787897172650089
"(5, 12)",Content Function Ratio,0.17429750295234364,0.8618342904352545
"(5, 12)",Lexical Frequency,-1.755495435818427,0.08093433162549245
"(5, 12)",Word Length,0.8342759972539562,0.4052693740643949
"(6, 8)",First Index,-0.11699147481743061,0.9069618797698565
"(6, 8)",Content Function Ratio,0.6714884123617946,0.5025369523031593
"(6, 8)",Lexical Frequency,0.09521974817649673,0.9242174883233442
"(6, 8)",Word Length,-0.7109413338367785,0.4777913819193982
"(6, 10)",First Index,0.2668810221177427,0.789777315907124
"(6, 10)",Content Function Ratio,0.7917725157926867,0.42923212029585966
"(6, 10)",Lexical Frequency,-1.1022000786716408,0.2714179715830474
"(6, 10)",Word Length,-0.16033126869733355,0.8727475630593226
"(6, 12)",First Index,0.35821991316455765,0.7205191330128824
"(6, 12)",Content Function Ratio,1.086719201073075,0.278339444002618
"(6, 12)",Lexical Frequency,-1.923891314296387,0.05564694500115261
"(6, 12)",Word Length,1.1754739328498227,0.24106428044981587
"(8, 10)",First Index,0.3160059915693903,0.7524860014925083
"(8, 10)",Content Function Ratio,0.09157787355967258,0.9271691802276846
"(8, 10)",Lexical Frequency,-0.9363036271114872,0.3507888000170779
"(8, 10)",Word Length,0.5014596460978772,0.6168644304646702
"(8, 12)",First Index,0.3927958300769696,0.6952820248973386
"(8, 12)",Content Function Ratio,0.6313149854463407,0.529233132870359
"(8, 12)",Lexical Frequency,-1.9065249844933587,0.0593690552362985
"(8, 12)",Word Length,1.6410003472940269,0.10384760707093753
"(10, 12)",First Index,0.12806873195461152,0.8983284261990074
"(10, 12)",Content Function Ratio,0.5607521161383083,0.5761069612566287
"(10, 12)",Lexical Frequency,-0.7235536414525664,0.4708756818580243
"(10, 12)",Word Length,1.2655913117238835,0.20833353826084744
