pair,feature,t-stat,p-value
"(4, 5)",Word Length,-0.4643174307757054,0.642861447052485
"(4, 6)",First Index,-0.17750091655853978,0.8592380111397169
"(4, 6)",Content Function Ratio,0.3416462866911628,0.7328628349994633
"(4, 6)",Lexical Frequency,0.3978063506903289,0.6910636023621793
"(4, 6)",Word Length,-0.4134737612821319,0.6795630358215432
"(4, 8)",First Index,-0.23631379275934192,0.8134563928766448
"(4, 8)",Content Function Ratio,0.47831486379714283,0.6330033439633636
"(4, 8)",Lexical Frequency,-0.6204659310315829,0.5357315282955588
"(4, 8)",Word Length,-1.2567280340060485,0.21047155084317656
"(4, 10)",First Index,0.17951265142842285,0.8577405191017347
"(4, 10)",Content Function Ratio,-0.10596194489242881,0.9157325388473554
"(4, 10)",Lexical Frequency,-0.7296620148087132,0.4665613234614615
"(4, 10)",Word Length,-0.9705799383278247,0.33308194184227735
"(4, 12)",First Index,0.26239139739054884,0.7933411767368874
"(4, 12)",Content Function Ratio,0.37201741868028615,0.7103487064480145
"(4, 12)",Lexical Frequency,-0.8473072612525879,0.39802933096752013
"(4, 12)",Word Length,-1.2742955218153755,0.20431856458050468
"(5, 6)",First Index,-0.7871578887042087,0.431877310726804
"(5, 6)",Content Function Ratio,-0.8209332320983721,0.41240585497439697
"(5, 6)",Lexical Frequency,0.5629518258790189,0.5739331226282065
"(5, 6)",Word Length,0.1069211259044692,0.9149306621871698
"(5, 8)",First Index,-0.6952454691842149,0.4879099706840673
"(5, 8)",Content Function Ratio,-0.4350528390464171,0.6641103253413028
"(5, 8)",Lexical Frequency,-0.6364564747188529,0.5253884034805928
"(5, 8)",Word Length,-1.0561865925868843,0.29247512105086826
"(5, 10)",First Index,-0.2829880842883627,0.7775611326232382
"(5, 10)",Content Function Ratio,-1.1597834619011458,0.2479089704222981
"(5, 10)",Lexical Frequency,-0.7814562735202858,0.4357185483704713
"(5, 10)",Word Length,-0.7311007281239122,0.46581432896763364
"(5, 12)",First Index,-0.17594137023477735,0.8605821443354895
"(5, 12)",Content Function Ratio,-0.44156346646625755,0.659453968371891
"(5, 12)",Lexical Frequency,-0.9209119353913731,0.3586052561949179
"(5, 12)",Word Length,-1.1416017350774383,0.25547582828726534
"(6, 8)",First Index,-0.10960949644784297,0.9128176511292347
"(6, 8)",Content Function Ratio,0.26729952190589945,0.7894855973558839
"(6, 8)",Lexical Frequency,-1.1726693983663234,0.24217955382754475
"(6, 8)",Word Length,-1.1249163734720353,0.26183379757232866
"(6, 10)",First Index,0.3174824123834325,0.751180068585611
"(6, 10)",Content Function Ratio,-0.43569510285629054,0.6634870912541364
"(6, 10)",Lexical Frequency,-1.3174453596102234,0.18906602420997762
"(6, 10)",Word Length,-0.7904691905946466,0.43010894421605184
"(6, 12)",First Index,0.3926539576195202,0.6949733438698464
"(6, 12)",Content Function Ratio,0.17655421689241843,0.8600287098747565
"(6, 12)",Lexical Frequency,-1.423563383983878,0.1560569365998502
"(6, 12)",Word Length,-1.185114336781701,0.23731162971661257
"(8, 10)",First Index,0.3463320290850046,0.7297670170320179
"(8, 10)",Content Function Ratio,-0.8560755502865044,0.39385137174306817
"(8, 10)",Lexical Frequency,-0.15069231563997484,0.8804995291568686
"(8, 10)",Word Length,0.3400117067508909,0.7345081033707841
"(8, 12)",First Index,0.412305885008828,0.6810066865541536
"(8, 12)",Content Function Ratio,-0.06510874773294166,0.9482187091699844
"(8, 12)",Lexical Frequency,-0.36577632826788625,0.715312397398234
"(8, 12)",Word Length,-0.18080274018750994,0.8568920300284918
"(10, 12)",First Index,0.07976036873395947,0.9365956228479311
"(10, 12)",Content Function Ratio,0.6845966407291251,0.4952653017574963
"(10, 12)",Lexical Frequency,-0.24818798536136846,0.8045246544203061
"(10, 12)",Word Length,-0.5126740176426561,0.6093693714345074
