pair,feature,t-stat,p-value
"(3, 4)",Word Length,0.6922310142481173,0.48919795844029035
"(3, 5)",First Index,-0.5473181207933698,0.5844402361948748
"(3, 5)",Content Function Ratio,-1.8268406445299439,0.06840725595801937
"(3, 5)",Lexical Frequency,-0.48469205677752664,0.6281382097485504
"(3, 5)",Word Length,-1.2558289195538048,0.20985055589373341
"(3, 6)",First Index,-0.5487546402529105,0.583419777009863
"(3, 6)",Content Function Ratio,-0.6121706940369332,0.5407042250152299
"(3, 6)",Lexical Frequency,-1.956789778378951,0.050930553623189254
"(3, 6)",Word Length,-0.8190866083573226,0.4131287976856053
"(3, 8)",First Index,-0.9433159681431608,0.34610479923423176
"(3, 8)",Content Function Ratio,0.1599817931806463,0.8729784543120958
"(3, 8)",Lexical Frequency,-2.3003246352791793,0.021958336119898825
"(3, 8)",Word Length,-0.23899646416576342,0.8112341870763109
"(3, 10)",First Index,-0.21086685702115648,0.8331101440814652
"(3, 10)",Content Function Ratio,-0.5224580564505711,0.6016719046107941
"(3, 10)",Lexical Frequency,-1.701596235418133,0.08969208816509676
"(3, 10)",Word Length,-0.5132398381477098,0.6080975047948403
"(3, 12)",First Index,-0.43505356434864795,0.6637842379870809
"(3, 12)",Content Function Ratio,1.3297654695130177,0.18443748284851158
"(3, 12)",Lexical Frequency,-2.7151599614641717,0.0069435489324156325
"(3, 12)",Word Length,-0.38007878773864945,0.7041110678400591
"(4, 5)",First Index,-3.280837155472911,0.0012453509753628828
"(4, 5)",Content Function Ratio,-1.1265661675715435,0.2614424333561077
"(4, 5)",Lexical Frequency,0.9492950801439546,0.34375763806854565
"(4, 5)",Word Length,-1.5040265406289905,0.13434676920605937
"(4, 6)",First Index,-3.2358768217053773,0.0013834987091346602
"(4, 6)",Content Function Ratio,-0.06502163263878345,0.9482109032014201
"(4, 6)",Lexical Frequency,0.12693458790329412,0.8990984533840605
"(4, 6)",Word Length,-1.1994829277799002,0.2315230478459789
"(4, 8)",First Index,-3.1369342372732545,0.0021087713269406726
"(4, 8)",Content Function Ratio,0.46317097772630617,0.6440103693820182
"(4, 8)",Lexical Frequency,-0.6963614088239057,0.48743625009286073
"(4, 8)",Word Length,-0.7481527621730251,0.4557090574119502
"(4, 10)",First Index,-3.332885500283472,0.0011948094641785081
"(4, 10)",Content Function Ratio,-0.2502992908037269,0.8028544790347586
"(4, 10)",Lexical Frequency,-0.5117060103503928,0.6099521098240697
"(4, 10)",Word Length,-0.8872602523129981,0.37700589996612155
"(4, 12)",First Index,-3.2161500172289506,0.0017410124248316721
"(4, 12)",Content Function Ratio,1.5948943434843037,0.11382983827756059
"(4, 12)",Lexical Frequency,-1.415540909295486,0.15995609064930624
"(4, 12)",Word Length,-0.7769197490733128,0.439004173638331
"(5, 6)",First Index,0.05908469568985808,0.9529267944980602
"(5, 6)",Content Function Ratio,1.4777504768656404,0.14059851048975014
"(5, 6)",Lexical Frequency,-1.2109354119220304,0.22694125326145653
"(5, 6)",Word Length,0.5321581977008786,0.5950384321434689
"(5, 8)",First Index,-0.4036838131162195,0.686949602108614
"(5, 8)",Content Function Ratio,1.8629494332044343,0.06418451039894459
"(5, 8)",Lexical Frequency,-2.0952803684837895,0.03761913129296963
"(5, 8)",Word Length,0.777742503372445,0.4377955381984825
"(5, 10)",First Index,0.1231868076148598,0.9021321404423768
"(5, 10)",Content Function Ratio,0.7220918202103878,0.4714171761078365
"(5, 10)",Lexical Frequency,-1.604331650520388,0.1108472825948061
"(5, 10)",Word Length,0.2844487174752708,0.7764780209025257
"(5, 12)",First Index,-0.07881524801344325,0.9372905327133734
"(5, 12)",Content Function Ratio,3.102336333230151,0.0023169470537913297
"(5, 12)",Lexical Frequency,-2.820548668001029,0.0054807926786646114
"(5, 12)",Word Length,0.420346355074706,0.6748678519624292
"(6, 8)",First Index,-0.4823931574817974,0.6299795452245776
"(6, 8)",Content Function Ratio,0.6864177635094968,0.4931322223711655
"(6, 8)",Lexical Frequency,-1.1179379248376784,0.2647448377912469
"(6, 8)",Word Length,0.33614144710743443,0.7370667192735958
"(6, 10)",First Index,0.08457949642063634,0.9326782403998598
"(6, 10)",Content Function Ratio,-0.2687307240724123,0.7884071551881148
"(6, 10)",Lexical Frequency,-0.8205139564533016,0.41287624108426446
"(6, 10)",Word Length,-0.08072809965737292,0.9357369464615497
"(6, 12)",First Index,-0.11939198242911632,0.9050823044033148
"(6, 12)",Content Function Ratio,2.1000662481196315,0.03695207166611197
"(6, 12)",Lexical Frequency,-2.058020658988098,0.040859423958075895
"(6, 12)",Word Length,0.05430296376078351,0.956746930989569
"(8, 10)",First Index,0.40590181701724026,0.6857180475202361
"(8, 10)",Content Function Ratio,-0.8352587840672975,0.40564595450945584
"(8, 10)",Lexical Frequency,0.05638665659303465,0.9551509788193158
"(8, 10)",Word Length,-0.38825993684010385,0.6986833496097202
"(8, 12)",First Index,0.22588223107413635,0.8217782736927725
"(8, 12)",Content Function Ratio,1.6686264305624918,0.09848412698919741
"(8, 12)",Lexical Frequency,-1.6070935256453207,0.11135264546644882
"(8, 12)",Word Length,-0.23948066231887355,0.8112488170960251
"(10, 12)",First Index,-0.1863250587122029,0.8527528640376747
"(10, 12)",Content Function Ratio,2.562774435559652,0.01263660256864212
"(10, 12)",Lexical Frequency,-1.614172753858289,0.11119019213294734
"(10, 12)",Word Length,0.15486825734212661,0.8773907790001239
